image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5290/9781529035650.jpg,Permanent Record,Edward Snowden,Hardback,3,21.42,$,22.58,9780000000000.0,Business-Finance-Law,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000015.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7460/9780746089392.jpg,Diggers Sticker Book,Dan Crisp,Paperback,3,6.3,$,7.8,9780000000000.0,Childrens-Books,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000016.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751562415.jpg,The Loving Husband,Christobel Kent,Paperback,3,5.61,$,11.4,9780000000000.0,Crime-Thriller,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000017.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8578/9780857897206.jpg,The Dinner,Herman Koch,Paperback,3,8.66,$,9.5,9780000000000.0,Crime-Thriller,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000018.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8488/9781848873568.jpg,The Slap,Christos Tsiolkas,Paperback,3,9.63,$,11.4,9780000000000.0,Crime-Thriller,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000019.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447250616.jpg,The Little Old Lady Who Broke All the Rules,Catharina Ingelman-Sundberg,Paperback,3,8.2,$,11.4,9780000000000.0,Crime-Thriller,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000020.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7433/9781743316641.jpg,Questions of Travel,Michelle de Kretser,Paperback,3,10.87,$,11.4,9780000000000.0,Crime-Thriller,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000021.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5098/9781509834778.jpg,A Simple Favour,Darcey Bell,Paperback,3,7.57,$,9.5,9780000000000.0,Crime-Thriller,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000022.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8609/9781860969072.jpg,"Piano Specimen Sight-Reading Tests, Grade 3",ABRSM,Sheet music,3,6.7,$,7.0,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000023.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7860/9781786010223.jpg,"Piano Exam Pieces 2019 & 2020, ABRSM Grade 4",,Sheet music,3,10.1,$,,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000024.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/6712/9789671250419.jpg,Music Theory for Young Children 2,Ying Ying Ng,Book,3,7.7,$,8.3,9790000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000025.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7860/9781786010841.jpg,"Music Theory Practice Papers 2017, ABRSM Grade 5",ABRSM,Sheet music,3,6.12,$,,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000026.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/8343/9789834304829.jpg,Poco Piano 1,Ying Ying Ng,Book,3,7.85,$,8.8,9790000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000027.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8828/9780882849713.jpg,"Music for Little Mozarts Music Workbook, Bk 2",Christine H Barden,Paperback,3,7.89,$,12.4,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000028.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7390/9780739012758.jpg,"Alfred's Basic Piano Prep Course Lesson Book, Bk E",Willard A Palmer,Paperback,3,7.57,$,8.8,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000029.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5715/9780571533053.jpg,Improve your sight-reading! Piano Grade 5,Paul Harris,Paperback,3,8.2,$,8.8,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000030.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1932/9780193220850.jpg,Cello Time Runners + CD,Kathy Blackwell,Sheet music,3,11.65,$,,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000031.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4746/9781474600941.jpg,Maggie Smith,Michael Coveney,Paperback,3,8.51,$,11.5,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000032.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5715/9780571533060.jpg,Improve your sight-reading! Piano Grade 6,Paul Harris,Paperback,3,8.66,$,9.3,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000033.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8609/9781860969768.jpg,"Joining the Dots, Book 1 (Piano)",Alan Bullard,Sheet music,3,7.99,$,,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000034.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8609/9781860969775.jpg,"Joining the Dots, Book 2 (Piano)",Alan Bullard,Sheet music,3,8.46,$,8.8,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000035.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8484/9781848496897.jpg,"Violin Exam Pieces 2016-2019, ABRSM Grade 1, Part",,Sheet music,3,7.09,$,,9780000000000.0,Entertainment,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000036.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9782/2030/9782203096509.jpg,Tintin in the Congo,Herge,Hardback,3,13.33,$,13.9,9780000000000.0,Graphic-Novels-Anime-Manga,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000037.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7528/9780752875484.jpg,Asterix: Asterix And The Falling Sky,Albert Uderzo,Paperback,3,12.6,$,,9780000000000.0,Graphic-Novels-Anime-Manga,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000038.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4012/9781401291402.jpg,Batman: Damned,Brian Azzarello,Hardback,3,25.17,$,25.2,9780000000000.0,Graphic-Novels-Anime-Manga,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000039.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5638/9781563899294.jpg,Batman,Frank Miller,Paperback,3,15.37,$,20.1,9780000000000.0,Graphic-Novels-Anime-Manga,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000040.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7864/9781786483843.jpg,Five on Brexit Island,Bruno Vincent,Hardback,3,7.11,$,10.3,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000041.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7868/9781786894694.jpg,Vladimir Putin: Life Coach,Robert Sears,Hardback,3,9.87,$,12.9,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000042.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8483/9781848311329.jpg,Do You Think You're Clever?,John Farndon,Paperback,3,8.97,$,11.4,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000043.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4521/9781452110875.jpg,How to Swear Around the World,Jason Sacher,Paperback,3,9.14,$,12.9,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000044.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7852/9781785211058.jpg,Pensioners,Boris Starling,Hardback,3,7.23,$,8.8,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000045.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4516/9781451687767.jpg,Nice Is Just a Place in France,The Betches,Paperback,3,9.37,$,12.4,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000046.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8485/9781848541665.jpg,The Art of Conversation,Catherine Blyth,Paperback,3,9.1,$,13.9,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000047.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1413/9780141399645.jpg,The Woman who Went to Bed for a Year,Sue Townsend,Paperback,3,9.82,$,11.4,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000048.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141047713.jpg,Twitterature,Alexander Aciman,Paperback,3,7.63,$,10.3,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000049.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8495/9781849531382.jpg,How to Survive Retirement,Clive Whichelow,Hardback,3,6.45,$,7.8,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000050.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4059/9781405918084.jpg,The Best of Adam Sharp,Graeme Simsion,Paperback,3,9.01,$,10.5,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000051.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6124/9781612435565.jpg,The Ultimate Book of Dad Jokes,Gordon Hideaki Nagai,Paperback,3,9.53,$,9.99,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000052.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7864/9781786486981.jpg,Five Escape Brexit Island,Bruno Vincent,Hardback,3,8.32,$,11.4,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000053.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099593287.jpg,Shylock is My Name,Howard Jacobson,Paperback,3,9.86,$,10.5,9780000000000.0,Humour,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000054.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7303/9780730314592.jpg,The Naked CEO,Alex Malley,Paperback,3,26.18,$,,9780000000000.0,Personal-Development,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000055.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7850/9781785042188.jpg,Surrounded by Idiots,Thomas Erikson,Paperback,3,10.3,$,12.9,9780000000000.0,Personal-Development,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000056.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8545/9781854598509.jpg,Bombshells: Six Monologues for Women,Joanna Murray-Smith,Paperback,3,8.51,$,10.5,9780000000000.0,Poetry-Drama,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000057.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0074/9780007498819.jpg,Destined to Play,Indigo Bloome,Paperback,3,9.11,$,11.4,9780000000000.0,Romance,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000058.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141046341.jpg,A Tiny Bit Marvellous,Dawn French,Paperback,3,9.4,$,11.4,9780000000000.0,Romance,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000059.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3523/9780352341266.jpg,Black Lace Quickies 1,,Paperback,3,5.44,$,6.2,9780000000000.0,Romance,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000060.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7515/9780751550511.jpg,Haven Of Obedience,Marina Anderson,Paperback,3,5.59,$,8.12,9780000000000.0,Romance,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000061.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1987/9780198704447.jpg,The Castle of Otranto,Horace Walpole,Paperback,3,4.94,$,6.2,9780000000000.0,Romance,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000062.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4091/9781409127741.jpg,Eighty Days Yellow,Vina Jackson,Paperback,3,7.97,$,11.4,9780000000000.0,Romance,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000063.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099524175.jpg,Her Fearful Symmetry,Audrey Niffenegger,Paperback,3,11.18,$,11.4,9780000000000.0,Science-Fiction-Fantasy-Horror,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000064.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/1018/9781101885925.jpg,Star Wars: Aftermath,Chuck Wendig,Paperback,3,9.34,$,10.3,9780000000000.0,Science-Fiction-Fantasy-Horror,/Users/kamilahmedaslam/Desktop/revised dataset/3.0/0000065.jpg
